511,320,122.05,174,182,193
0,0,113.651,164,172,180
511,0,94.1446,164,171,175
342,511,89.9591,182,160,152
186,110,84.8962,49,41,39
136,467,73.9281,29,20,18
0,421,63.9851,146,153,160
329,296,59.7645,192,161,153
492,146,51.5701,146,153,155
0,164,49.5337,146,154,160
94,208,49.2946,35,27,28
190,332,46.0716,217,171,159
0,310,42.9751,155,162,169
98,358,42.9751,30,20,18
328,0,41.6195,167,175,183
467,477,40.9387,193,188,191
385,216,38.8809,183,188,198
303,166,38.8109,160,127,110
229,235,36.9709,195,157,145
340,388,32.8844,170,134,118
76,288,32.4701,36,26,26
268,414,31.5151,205,156,147
145,0,30.6652,168,175,184
14,511,27.6951,197,164,148
237,465,26.7751,143,107,88
3,240,26.7401,136,145,149
246,291,23.2079,217,174,159
214,395,22.4144,205,160,146
440,93,22.0001,143,150,152
84,137,21.8386,48,39,40
278,62,20.5394,73,67,63
290,103,19.2615,95,79,71
252,33,17.3865,48,46,46
137,299,16.9722,191,152,137
400,0,16.9372,170,178,186
430,433,16.5229,156,151,148
255,190,16.4315,175,138,124
49,120,16.2701,161,165,170
177,239,16.235,160,130,123
237,507,16.235,153,118,100
393,390,15.6029,44,40,43
332,210,14.9008,175,150,139
230,0,14.7393,164,171,177
247,352,14.4865,202,160,147
189,0,14.325,161,168,174
157,204,14.325,28,24,28
273,0,14.1986,179,188,194
363,126,13.7843,241,243,251
36,353,13.7843,159,166,174
430,193,13.2786,203,205,218
148,381,13.2786,1,1,1
90,104,12.415,55,46,45
255,325,12.415,207,162,150
43,483,12.3236,182,153,139
63,511,12.3236,62,43,37
120,35,12.2886,173,180,190
384,365,12.1622,146,152,166
374,415,11.9093,144,109,87
511,511,11.9093,249,250,250
276,208,11.7479,154,122,113
267,263,11.4951,181,148,134
52,252,11.46,49,38,39
76,406,11.46,53,33,29
414,64,10.9543,210,213,220
29,266,10.9543,144,151,159
214,281,10.9193,207,170,157
290,354,10.9193,183,136,126
401,170,10.7929,169,170,177
345,189,10.5401,177,157,149
391,265,10.5401,179,176,185
214,437,10.5401,77,52,37
511,453,10.5401,182,191,202
380,343,10.505,165,169,183
309,417,10.505,207,158,144
410,104,10.3786,176,176,176
154,251,9.96431,177,144,134
226,26,9.58505,52,50,47
395,54,9.58505,229,231,243
58,325,9.58505,53,35,31
298,386,9.58505,179,120,116
110,264,9.4236,23,16,18
184,387,9.4236,194,150,137
360,39,9.29718,156,164,170
27,215,9.17076,146,153,158
364,354,9.17076,181,175,178
231,368,9.17076,216,173,160
111,309,9.00931,24,15,14
229,422,8.88289,197,155,139
64,159,8.75647,40,31,30
423,457,8.75647,188,181,180
277,127,8.59502,57,44,40
184,202,8.59502,48,33,33
142,266,8.59502,188,154,143
384,38,8.34218,203,207,218
464,199,8.34218,152,158,161
341,230,8.34218,196,166,154
55,466,8.21576,176,168,165
351,163,8.05431,60,56,57
97,86,7.80147,70,56,53
340,87,7.80147,87,85,86
279,340,7.80147,169,130,113
389,427,7.80147,152,116,94
251,0,7.64001,185,193,201
410,21,7.64001,141,148,149
353,97,7.64001,250,250,253
430,213,7.64001,197,202,218
148,224,7.64001,30,23,27
137,322,7.64001,191,147,131
268,352,7.64001,201,161,148
208,21,7.5136,41,40,38
469,92,7.5136,166,171,176
405,409,7.5136,26,19,13
397,125,7.38718,251,251,253
347,138,7.38718,232,235,247
394,22,7.0993,197,203,214
299,78,6.84647,77,71,68
308,121,6.84647,124,95,82
414,181,6.84647,191,192,204
298,233,6.84647,29,24,27
47,369,6.84647,147,152,159
164,392,6.84647,2,1,2
421,412,6.84647,143,143,144
209,0,6.68501,171,178,187
274,25,6.68501,39,37,37
434,65,6.68501,157,165,169
429,134,6.68501,217,218,229
106,154,6.68501,44,31,30
421,158,6.68501,196,197,207
305,372,6.68501,176,115,114
303,401,6.68501,192,152,140
109,49,6.43217,162,169,177
62,102,6.43217,176,183,197
27,116,6.43217,158,164,165
203,425,6.43217,10,6,3
220,492,6.43217,103,75,60
41,335,6.1443,157,164,171
367,26,6.01788,168,176,185
414,48,6.01788,193,196,204
381,60,6.01788,203,205,213
324,61,6.01788,222,223,225
441,121,6.01788,143,150,152
330,125,6.01788,97,92,92
50,142,6.01788,150,155,162
233,193,6.01788,152,113,101
446,210,6.01788,156,164,167
269,223,6.01788,197,163,152
33,250,6.01788,136,143,148
452,433,6.01788,178,181,189
374,7,5.73001,165,173,180
191,21,5.73001,31,30,29
387,163,5.73001,183,183,193
260,169,5.73001,139,103,86
292,208,5.73001,193,160,147
313,209,5.73001,172,140,122
328,231,5.73001,160,130,120
47,236,5.73001,58,46,47
134,277,5.73001,180,146,133
112,278,5.73001,31,20,19
18,354,5.73001,149,156,164
145,363,5.73001,4,3,3
266,453,5.73001,177,140,120
511,488,5.73001,202,198,198
45,500,5.73001,163,135,123
436,511,5.73001,202,189,185
358,57,5.60359,157,163,168
315,92,5.60359,68,66,66
404,145,5.60359,171,170,172
190,221,5.60359,174,141,134
185,272,5.60359,32,28,36
401,72,5.47717,193,197,200
104,75,5.47717,72,59,54
320,77,5.47717,249,248,246
381,105,5.47717,226,228,240
145,189,5.47717,17,15,18
455,189,5.47717,148,157,157
177,213,5.47717,57,40,42
141,235,5.47717,40,31,34
266,311,5.47717,195,153,137
55,339,5.47717,78,54,44
414,447,5.47717,173,155,146
201,511,5.47717,34,22,20
272,87,5.1893,77,68,62
346,121,5.1893,249,250,252
157,293,5.1893,174,145,136
239,318,5.1893,218,174,161
66,393,5.1893,78,51,41
511,468,5.1893,182,190,201
341,49,5.06288,245,246,250
427,52,5.06288,166,171,177
271,138,5.06288,59,42,36
199,198,5.06288,43,29,31
427,225,5.06288,188,195,210
315,226,5.06288,67,54,56
280,254,5.06288,182,151,143
402,255,5.06288,211,219,232
36,279,5.06288,123,132,133
199,281,5.06288,185,150,142
384,328,5.06288,159,166,177
305,355,5.06288,173,131,118
277,364,5.06288,175,112,112
171,379,5.06288,181,141,127
173,398,5.06288,6,3,2
73,422,5.06288,60,38,31
213,484,5.06288,70,46,34
116,19,4.77501,173,180,190
273,35,4.77501,41,40,41
410,89,4.77501,199,199,202
390,101,4.77501,228,231,243
356,145,4.77501,246,248,253
261,210,4.77501,140,108,99
153,238,4.77501,132,98,89
196,270,4.77501,138,115,115
391,279,4.77501,152,152,159
112,292,4.77501,22,13,11
50,314,4.77501,73,54,49
140,333,4.77501,186,143,127
295,373,4.77501,195,130,133
132,390,4.77501,19,14,11
91,404,4.77501,27,18,16
511,477,4.77501,185,191,201
59,478,4.77501,148,129,121
214,9,4.64859,162,167,173
177,14,4.64859,170,177,186
381,25,4.64859,221,224,238
136,33,4.64859,176,184,194
402,42,4.64859,235,237,249
330,45,4.64859,132,140,142
255,54,4.64859,79,71,68
380,77,4.64859,247,247,250
289,126,4.64859,106,80,67
436,167,4.64859,208,208,210
377,168,4.64859,82,85,93
56,169,4.64859,41,31,33
438,177,4.64859,205,208,213
365,179,4.64859,112,117,129
447,198,4.64859,220,221,229
192,253,4.64859,200,164,152
270,319,4.64859,177,138,121
52,378,4.64859,142,144,149
394,409,4.64859,15,10,6
195,417,4.64859,6,5,3
359,419,4.64859,154,118,96
410,435,4.64859,163,148,137
205,9,4.2343,156,162,168
377,15,4.2343,143,153,157
182,22,4.2343,32,32,35
284,27,4.2343,35,32,32
315,54,4.2343,217,215,213
408,156,4.2343,156,156,155
425,167,4.2343,216,217,230
476,199,4.2343,139,148,147
33,240,4.2343,154,160,169
47,266,4.2343,51,39,39
124,270,4.2343,126,94,81
374,400,4.2343,135,103,83
323,420,4.2343,184,141,125
401,438,4.2343,144,118,99
59,455,4.2343,160,156,155
251,492,4.2343,173,136,113
208,504,4.2343,67,53,47
285,13,4.10788,167,175,182
397,34,4.10788,224,227,241
102,57,4.10788,161,169,177
69,94,4.10788,178,185,196
421,112,4.10788,163,167,170
388,113,4.10788,212,213,221
266,146,4.10788,65,43,36
450,181,4.10788,152,158,159
209,195,4.10788,53,36,35
35,204,4.10788,163,169,182
31,230,4.10788,162,169,178
135,241,4.10788,43,31,35
379,258,4.10788,180,179,186
120,318,4.10788,18,12,10
244,370,4.10788,210,169,155
253,375,4.10788,175,114,112
284,382,4.10788,210,142,152
180,404,4.10788,7,4,2
186,409,4.10788,17,11,7
300,428,4.10788,215,166,155
237,431,4.10788,193,151,134
498,446,4.10788,180,189,198
27,482,4.10788,197,162,145
237,18,3.82001,63,63,64
348,40,3.82001,180,184,197
375,47,3.82001,177,179,184
